time_steps,reward ep.,length
163840,613.910194912205,299.4
327680,-1801.2346503025826,323.2
491520,1670.8711328051843,266.2
655360,208.9095105258604,259.0
819200,-513.9116921619536,387.4
983040,-1030.482744102063,337.2
1146880,1914.3140783850363,188.8
1310720,94.15381479253851,269.8
1474560,3035.1506479201466,225.4
1638400,419.4957170790582,257.6
1802240,-65.26151764167935,379.4
1966080,1236.4319406366353,278.6
